1.000000000000000000e+00 -7.428476113411607074e+00 1.509903008493604704e+00
0.000000000000000000e+00 2.980692920007829372e+00 1.960821192139144298e+00
0.000000000000000000e+00 3.988254761640689594e+00 4.636388986815920710e+00
1.000000000000000000e+00 -5.789437410894265668e+00 -4.621614242404079143e+00
1.000000000000000000e+00 -4.894446740634602833e+00 -3.269729969953657278e+00
1.000000000000000000e+00 -1.933949303826176358e+00 -4.727636164854148726e-02
0.000000000000000000e+00 -1.611771455233855121e+00 5.932201213361264713e+00
1.000000000000000000e+00 -6.670151879652987503e+00 -1.036281718423478049e+00
1.000000000000000000e+00 -2.931415289415454595e+00 -1.044746224205875262e-01
0.000000000000000000e+00 -7.476184374755168172e-02 1.070001821196159053e+00
1.000000000000000000e+00 -2.691792688930371380e+00 4.168773670205865756e+00
0.000000000000000000e+00 4.611816464627110923e-01 3.453438493824122268e+00
0.000000000000000000e+00 -1.354135002548836564e+00 3.751656653517013496e+00
1.000000000000000000e+00 -6.229475501594048836e+00 -1.209434296270838427e+00
0.000000000000000000e+00 2.778594135906568674e+00 7.582102579667992615e+00
1.000000000000000000e+00 -5.719577922379572854e+00 -2.435093406026178076e-01
0.000000000000000000e+00 9.283217135396527597e-01 3.208520391643090441e+00
0.000000000000000000e+00 8.504750885265897065e-01 2.908955098714400833e+00
1.000000000000000000e+00 -6.029489265132689901e+00 -1.831199417732415125e+00
0.000000000000000000e+00 1.116025335845229671e+00 3.353601623160313849e+00
